chr1	3751645	3751646
chr1	11854880	11854880
chr1	11861219	11861219
chr1	11863157	11863158
chr1	16378220	16378220
chr1	16382003	16382003
chr1	19071306	19071306
chr1	21887198	21887198
chr1	21903902	21903903
chr1	21903914	21903914
chr1	24137266	24137266
chr1	24147019	24147019
chr1	24147022	24147022
chr1	26764719	26764719
chr1	29527025	29527026
chr1	29528516	29528516
chr1	40558134	40558135
chr1	40756542	40756543
chr1	43803595	43803595
chr1	43803600	43803600
chr1	43803817	43803817
chr1	43803907	43803907
chr1	43805010	43805010
chr1	43812166	43812166
chr1	43868893	43868893
chr1	44386520	44386520
chr1	45973216	45973217
chr1	53662722	53662724
chr1	53675716	53675716
chr1	53676583	53676585
chr1	55349371	55349371
chr1	55464887	55464887
chr1	55465026	55465032
chr1	64059271	64059271
chr1	68897002	68897002
chr1	68897002	68897002
chr1	68904736	68904737
chr1	68905247	68905247
chr1	68910347	68910348
chr1	68912411	68912411
chr1	68912545	68912545
chr1	76199288	76199288
chr1	76200502	76200507
chr1	76200517	76200521
chr1	76200542	76200542
chr1	76211507	76211507
chr1	76211511	76211515
chr1	76215194	76215194
chr1	76226846	76226846
chr1	76226871	76226871
chr1	76226906	76226906
chr1	76228439	76228439
chr1	94480098	94480098
chr1	94496073	94496097
chr1	94502906	94502906
chr1	94505599	94505599
chr1	94512602	94512602
chr1	94512602	94512602
chr1	94528780	94528780
chr1	94548931	94548932
chr1	100340362	100340362
chr1	100340950	100340950
chr1	100346867	100346877
chr1	100353665	100353666
chr1	100368302	100368302
chr1	100382259	100382260
chr1	100476969	100476969
chr1	100483370	100483370
chr1	100680373	100680373
chr1	100681730	100681730
chr1	109440214	109440214
chr1	114442975	114442976
chr1	116247833	116247833
chr1	120286529	120286529
chr1	150049841	150049841
chr1	150480756	150480756
chr1	150769275	150769275
chr1	151316199	151316199
chr1	154245878	154245879
chr1	155204793	155204793
chr1	155204986	155204986
chr1	155204987	155204987
chr1	155205043	155205043
chr1	155205518	155205518
chr1	155205540	155205595
chr1	155205563	155205563
chr1	155205566	155205566
chr1	155205634	155205634
chr1	155207983	155207983
chr1	155209725	155209725
chr1	155210420	155210420
chr1	155210451	155210452
chr1	156830932	156830934
chr1	156845315	156845315
chr1	156848968	156848969
chr1	156848968	156848968
chr1	156849828	156849828
chr1	160011799	160011799
chr1	161183463	161183463
chr1	162746131	162746131
chr1	168262486	168262490
chr1	169437881	169437881
chr1	169446474	169446475
chr1	173800770	173800770
chr1	179530463	179530463
chr1	179530487	179530487
chr1	183184686	183184692
chr1	183200137	183200137
chr1	183532571	183532576
chr1	183546796	183546796
chr1	183556091	183556091
chr1	196716420	196716444
chr1	197297905	197297905
chr1	197297936	197297936
chr1	197326120	197326120
chr1	197390534	197390534
chr1	197390691	197390691
chr1	197390799	197390800
chr1	197390802	197390802
chr1	197396685	197396685
chr1	197396685	197396685
chr1	197396689	197396689
chr1	197396953	197396953
chr1	197397010	197397010
chr1	197398579	197398584
chr1	197404300	197404300
chr1	197411423	197411423
chr1	197446904	197446914
chr1	207495151	207495152
chr1	209789951	209789951
chr1	209791278	209791279
chr1	209791389	209791389
chr1	209796354	209796355
chr1	209797344	209797344
chr1	209799066	209799066
chr1	209800917	209800918
chr1	209806023	209806023
chr1	209807926	209807926
chr1	209823362	209823363
chr1	209823368	209823368
chr1	215822028	215822028
chr1	215822039	215822039
chr1	215844424	215844424
chr1	215844427	215844427
chr1	215847979	215847979
chr1	215848678	215848678
chr1	215853720	215853720
chr1	215901386	215901386
chr1	215960187	215960188
chr1	215987131	215987132
chr1	216040475	216040475
chr1	216052105	216052105
chr1	216143987	216143987
chr1	216221879	216221880
chr1	216246438	216246438
chr1	216251484	216251484
chr1	216258129	216258129
chr1	216348677	216348677
chr1	216371779	216371779
chr1	216373412	216373412
chr1	216420527	216420527
chr1	216424240	216424240
chr1	216498790	216498790
chr1	216500979	216500979
chr1	216595301	216595302
chr1	216595439	216595443
chr1	227174239	227174242
chr1	228362729	228362729
chr1	235564867	235564879
chr1	235577915	235577917
chr1	235658139	235658139
chr1	241667546	241667546
chr10	13325695	13325695
chr10	13699443	13699456
chr10	14950818	14950826
chr10	17636244	17636244
chr10	50732441	50732442
chr10	50819864	50819864
chr10	56077174	56077174
chr10	70775814	70775815
chr10	72358355	72358355
chr10	72358356	72358356
chr10	73121977	73121978
chr10	73122094	73122094
chr10	73122216	73122216
chr10	73122246	73122246
chr10	73565593	73565593
chr10	90987986	90987987
chr10	90988125	90988125
chr10	99344567	99344567
chr10	99371292	99371292
chr10	99371368	99371371
chr10	100186986	100186987
chr10	103826295	103826296
chr10	103826295	103826295
chr10	105152127	105152127
chr10	105793710	105793714
chr10	105794378	105794378
chr10	105794469	105794469
chr10	105809167	105809171
chr10	105824224	105824225
chr10	126100581	126100582
chr10	135182465	135182465
chr11	5246908	5246908
chr11	5246908	5246908
chr11	5247062	5247062
chr11	5247806	5247806
chr11	5247986	5247987
chr11	5248004	5248004
chr11	5248008	5248008
chr11	5248009	5248010
chr11	5248026	5248051
chr11	5248050	5248050
chr11	5248154	5248154
chr11	5248155	5248155
chr11	5248159	5248159
chr11	5248160	5248160
chr11	5248170	5248170
chr11	5248173	5248173
chr11	5248205	5248205
chr11	5248224	5248225
chr11	5248225	5248227
chr11	5248232	5248232
chr11	5248233	5248233
chr11	5248233	5248235
chr11	5248329	5248329
chr11	5248331	5248331
chr11	5248389	5248389
chr11	5248402	5248402
chr11	6411924	6411924
chr11	6412737	6412737
chr11	6412867	6412868
chr11	6413025	6413025
chr11	6413175	6413175
chr11	6413206	6413206
chr11	6413285	6413286
chr11	6414445	6414445
chr11	6415434	6415434
chr11	6415646	6415646
chr11	6415699	6415699
chr11	6415746	6415746
chr11	6415766	6415769
chr11	6638002	6638003
chr11	17417434	17417437
chr11	17418602	17418602
chr11	17427100	17427101
chr11	17434263	17434263
chr11	17474725	17474726
chr11	17485004	17485004
chr11	17539011	17539012
chr11	17548588	17548589
chr11	17552955	17552956
chr11	22242646	22242647
chr11	33731793	33731793
chr11	36596215	36596215
chr11	36596260	36596264
chr11	36614281	36614281
chr11	36615034	36615034
chr11	36615249	36615249
chr11	36615340	36615340
chr11	36615526	36615526
chr11	45832714	45832714
chr11	47464225	47464228
chr11	47464250	47464250
chr11	47469631	47469631
chr11	47470543	47470543
chr11	47470726	47470726
chr11	61161437	61161437
chr11	61161437	61161437
chr11	61165246	61165246
chr11	66283057	66283057
chr11	66293652	66293652
chr11	67808859	67808859
chr11	67811077	67811078
chr11	67815139	67815139
chr11	67815189	67815192
chr11	68548205	68548205
chr11	68548205	68548205
chr11	68673561	68673562
chr11	68679067	68679067
chr11	71146507	71146507
chr11	71146621	71146621
chr11	71146639	71146639
chr11	71146794	71146794
chr11	71146795	71146795
chr11	71146873	71146873
chr11	71146886	71146886
chr11	71146886	71146886
chr11	71148915	71148915
chr11	71150001	71150001
