chr1	3751645	3751646
chr1	10042688	10042688
chr1	11852432	11852432
chr1	11854822	11854822
chr1	11854880	11854880
chr1	11856378	11856378
chr1	11861219	11861219
chr1	11863157	11863158
chr1	16055170	16055172
chr1	16378220	16378220
chr1	16382003	16382003
chr1	19071306	19071306
chr1	21887198	21887198
chr1	21902384	21902384
chr1	21902399	21902399
chr1	21903902	21903903
chr1	21903914	21903914
chr1	22448042	22448042
chr1	24137266	24137266
chr1	24147019	24147019
chr1	24147022	24147022
chr1	26764719	26764719
chr1	26769333	26769333
chr1	26784355	26784355
chr1	27695969	27695969
chr1	29527025	29527026
chr1	29528516	29528516
chr1	40558134	40558135
chr1	40756542	40756543
chr1	43223453	43223453
chr1	43803595	43803595
chr1	43803600	43803600
chr1	43803807	43803807
chr1	43803817	43803817
chr1	43803907	43803907
chr1	43805010	43805010
chr1	43812166	43812166
chr1	43868893	43868893
chr1	44386520	44386520
chr1	44466477	44466477
chr1	44466628	44466628
chr1	44468534	44468539
chr1	45973216	45973217
chr1	45974581	45974583
chr1	50884766	50884767
chr1	53662722	53662724
chr1	53662764	53662764
chr1	53668099	53668099
chr1	53675705	53675705
chr1	53675716	53675716
chr1	53675987	53675987
chr1	53676583	53676585
chr1	53676688	53676688
chr1	53676853	53676853
chr1	53678936	53678936
chr1	55349371	55349371
chr1	55464887	55464887
chr1	55465026	55465032
chr1	64059271	64059271
chr1	65851393	65851393
chr1	68897002	68897002
chr1	68904736	68904737
chr1	68905247	68905247
chr1	68910347	68910348
chr1	68912411	68912411
chr1	68912545	68912545
chr1	70881670	70881670
chr1	76194080	76194080
chr1	76198537	76198537
chr1	76199288	76199288
chr1	76200502	76200507
chr1	76200517	76200521
chr1	76200542	76200542
chr1	76200598	76200601
chr1	76205750	76205750
chr1	76211507	76211507
chr1	76211511	76211515
chr1	76215194	76215194
chr1	76215206	76215206
chr1	76226846	76226846
chr1	76226871	76226871
chr1	76226906	76226906
chr1	76226907	76226907
chr1	76226985	76226985
chr1	76228439	76228439
chr1	94463583	94463583
chr1	94466558	94466558
chr1	94471066	94471067
chr1	94473266	94473266
chr1	94473277	94473278
chr1	94473807	94473807
chr1	94474320	94474320
chr1	94476351	94476351
chr1	94476356	94476356
chr1	94476377	94476377
chr1	94480098	94480098
chr1	94480179	94480179
chr1	94480222	94480226
chr1	94481294	94481294
chr1	94481295	94481295
chr1	94485145	94485145
chr1	94485165	94485165
chr1	94485274	94485275
chr1	94486835	94486835
chr1	94486895	94486895
chr1	94486918	94486919
chr1	94487251	94487251
chr1	94490550	94490550
chr1	94490567	94490567
chr1	94495001	94495002
chr1	94495083	94495083
chr1	94496073	94496097
chr1	94496083	94496083
chr1	94496666	94496666
chr1	94502906	94502906
chr1	94505599	94505599
chr1	94506835	94506838
chr1	94508323	94508323
chr1	94508969	94508969
chr1	94509026	94509026
chr1	94510164	94510164
chr1	94512499	94512499
chr1	94512602	94512602
chr1	94517254	94517254
chr1	94522245	94522245
chr1	94526295	94526295
chr1	94528670	94528670
chr1	94528780	94528780
chr1	94528806	94528806
chr1	94543389	94543389
chr1	94544944	94544945
chr1	94548931	94548932
chr1	94564484	94564484
chr1	94568689	94568689
chr1	94586601	94586601
chr1	97915614	97915614
chr1	98348885	98348885
chr1	100340362	100340362
chr1	100340950	100340950
chr1	100353665	100353666
chr1	100368302	100368302
chr1	100382259	100382260
chr1	100476969	100476969
chr1	100483370	100483370
chr1	100661905	100661905
chr1	100680373	100680373
chr1	100681730	100681730
chr1	101005395	101005395
chr1	109440214	109440214
chr1	110173318	110173318
chr1	114442975	114442976
chr1	114443987	114443990
chr1	115236057	115236057
chr1	116247833	116247833
chr1	120277992	120277992
chr1	120286529	120286529
chr1	150049841	150049841
chr1	150480756	150480756
chr1	150485049	150485049
chr1	150485712	150485713
chr1	150531541	150531541
chr1	150769275	150769275
chr1	151316199	151316199
chr1	151789714	151789714
chr1	154245878	154245879
chr1	155204793	155204793
chr1	155204986	155204986
chr1	155204987	155204987
chr1	155205043	155205043
chr1	155205518	155205518
chr1	155205540	155205595
chr1	155205563	155205563
chr1	155205566	155205566
chr1	155205634	155205634
chr1	155207311	155207311
chr1	155207983	155207983
chr1	155209725	155209725
chr1	155210420	155210420
chr1	155210451	155210452
chr1	155210876	155210876
chr1	156561991	156561991
chr1	156830932	156830934
chr1	156845315	156845315
chr1	156848968	156848968
chr1	156848968	156848969
chr1	156849828	156849828
chr1	160011799	160011799
chr1	161183463	161183463
chr1	162746131	162746131
chr1	162746161	162746161
chr1	168262486	168262490
chr1	168267024	168267024
chr1	169199951	169199951
